Accession,SAMPLE,BIOSAMPLE,N,Database,file
ERR045062,ERS034613,NA,136,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002263,NA,137,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017291,ERS002263,NA,138,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017216,ERS002194,NA,139,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017217,ERS002194,NA,140,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044584,ERS034649,NA,141,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017216,ERS002200,NA,142,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017223,ERS002200,NA,143,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044602,ERS034667,NA,144,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002238,NA,145,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017265,ERS002238,NA,146,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002226,NA,147,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017243,ERS002226,NA,148,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002272,NA,149,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017293,ERS002272,NA,150,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045058,ERS034609,NA,151,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044574,ERS034639,NA,152,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521648,SRS351527,NA,153,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002177,NA,154,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017200,ERS002177,NA,155,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044592,ERS034657,NA,156,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002181,NA,157,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017196,ERS002181,NA,158,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044583,ERS034648,NA,159,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017204,ERS002187,NA,160,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017213,ERS002187,NA,161,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002206,NA,162,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017230,ERS002206,NA,163,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045069,ERS034620,NA,164,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002246,NA,165,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017269,ERS002246,NA,166,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002173,NA,167,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017194,ERS002173,NA,168,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044587,ERS034652,NA,169,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002157,NA,170,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017174,ERS002157,NA,171,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017252,ERS002230,NA,172,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017262,ERS002230,NA,173,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521638,SRS351177,NA,174,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017216,ERS002204,NA,175,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017219,ERS002204,NA,176,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521635,SRS351174,NA,177,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044580,ERS034645,NA,178,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044562,ERS034627,NA,179,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002262,NA,180,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017292,ERS002262,NA,181,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044581,ERS034646,NA,182,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044566,ERS034631,NA,183,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044597,ERS034662,NA,184,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017276,ERS002251,NA,185,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017278,ERS002251,NA,186,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017180,ERS002168,NA,187,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017186,ERS002168,NA,188,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044576,ERS034641,NA,189,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002267,NA,190,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017298,ERS002267,NA,191,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017252,ERS002234,NA,192,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017258,ERS002234,NA,193,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045066,ERS034617,NA,194,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044564,ERS034629,NA,195,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521645,SRS351524,NA,196,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002241,NA,197,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017274,ERS002241,NA,198,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045071,ERS034622,NA,199,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017180,ERS002163,NA,200,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017191,ERS002163,NA,201,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017216,ERS002201,NA,202,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017222,ERS002201,NA,203,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002225,NA,204,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017244,ERS002225,NA,205,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044595,ERS034660,NA,206,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017276,ERS002257,NA,207,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017283,ERS002257,NA,208,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002153,NA,209,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017178,ERS002153,NA,210,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521633,SRS351172,NA,211,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017276,ERS002259,NA,212,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017281,ERS002259,NA,213,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017276,ERS002250,NA,214,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017279,ERS002250,NA,215,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521647,SRS351526,NA,216,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002265,NA,217,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017300,ERS002265,NA,218,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002219,NA,219,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017250,ERS002219,NA,220,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002269,NA,221,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017296,ERS002269,NA,222,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002174,NA,223,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017203,ERS002174,NA,224,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044578,ERS034643,NA,225,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044572,ERS034637,NA,226,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045060,ERS034611,NA,227,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR525285,SRS351529,NA,228,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002154,NA,229,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017177,ERS002154,NA,230,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017180,ERS002169,NA,231,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017185,ERS002169,NA,232,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002212,NA,233,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017234,ERS002212,NA,234,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044591,ERS034656,NA,235,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045056,ERS034607,NA,236,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002217,NA,237,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017242,ERS002217,NA,238,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044593,ERS034658,NA,239,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002159,NA,240,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017172,ERS002159,NA,241,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521636,SRS351175,NA,242,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017180,ERS002166,NA,243,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017188,ERS002166,NA,244,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017204,ERS002183,NA,245,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017205,ERS002183,NA,246,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002210,NA,247,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017236,ERS002210,NA,248,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017252,ERS002231,NA,249,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017261,ERS002231,NA,250,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002158,NA,251,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017173,ERS002158,NA,252,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002268,NA,253,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017297,ERS002268,NA,254,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017276,ERS002260,NA,255,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017280,ERS002260,NA,256,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002209,NA,257,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017237,ERS002209,NA,258,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044561,ERS034626,NA,259,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002247,NA,260,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017268,ERS002247,NA,261,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002270,NA,262,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017295,ERS002270,NA,263,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002216,NA,264,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017241,ERS002216,NA,265,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044588,ERS034653,NA,266,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002180,NA,267,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017197,ERS002180,NA,268,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002222,NA,269,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017247,ERS002222,NA,270,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002240,NA,271,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017275,ERS002240,NA,272,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044577,ERS034642,NA,273,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR045073,ERS034624,NA,274,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044586,ERS034651,NA,275,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017192,ERS002172,NA,276,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017193,ERS002172,NA,277,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002207,NA,278,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017239,ERS002207,NA,279,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044569,ERS034634,NA,280,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017264,ERS002245,NA,281,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017270,ERS002245,NA,282,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521643,SRS351522,NA,283,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044565,ERS034630,NA,284,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521637,SRS351176,NA,285,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017289,ERS002264,NA,286,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017301,ERS002264,NA,287,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017228,ERS002214,NA,288,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017232,ERS002214,NA,289,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017252,ERS002237,NA,290,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017255,ERS002237,NA,291,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017204,ERS002185,NA,292,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017215,ERS002185,NA,293,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
SRR521641,SRS351520,NA,294,NCBI,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017204,ERS002184,NA,295,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017206,ERS002184,NA,296,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017168,ERS002150,NA,297,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017169,ERS002150,NA,298,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017240,ERS002220,NA,299,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR017249,ERS002220,NA,300,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044594,ERS034659,NA,301,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044600,ERS034665,NA,302,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR044585,ERS034650,NA,303,ENA,pathogenwatch-saureus-7ruo5ht11cck-holden-et-al-2013_Merged_Mapped_Processed.csv
ERR053010,ERS040906,NA,1,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR053016,ERS040912,NA,2,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030270,ERS016651,NA,3,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030274,ERS016651,NA,4,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030171,ERS016534,NA,5,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030176,ERS016534,NA,6,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030184,ERS016556,NA,7,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030195,ERS016556,NA,8,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030270,ERS016655,NA,9,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030278,ERS016655,NA,10,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030258,ERS016637,NA,11,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030263,ERS016637,NA,12,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030145,ERS016506,NA,13,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030146,ERS016506,NA,14,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030171,ERS016541,NA,15,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030178,ERS016541,NA,16,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030210,ERS016574,NA,17,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030214,ERS016574,NA,18,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR053014,ERS040910,NA,19,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030197,ERS016569,NA,20,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030207,ERS016569,NA,21,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030222,ERS016613,NA,22,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030232,ERS016613,NA,23,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030246,ERS016634,NA,24,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030251,ERS016634,NA,25,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR029468,ERS016599,NA,26,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR029478,ERS016599,NA,27,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030270,ERS016656,NA,28,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030280,ERS016656,NA,29,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030184,ERS016550,NA,30,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
ERR030189,ERS016550,NA,31,ENA,pathogenwatch-saureus-htz10z7o1wni-hsu-et-al-2015_Merged_Mapped_Processed.csv
